,Hybrid,Hybrid_Parent1,Hybrid_Parent2,hybrid_occurrences,p1_children,p2_children
4114,W10004_0695/PHZ51,W10004_0695,PHZ51,22,3,670
4115,W10004_0696/PHK76,W10004_0696,PHK76,20,3,384
4116,W10004_0696/PHP02,W10004_0696,PHP02,26,3,382
4117,W10004_0696/PHZ51,W10004_0696,PHZ51,46,3,670
4118,W10004_0697/PHK76,W10004_0697,PHK76,21,3,384
4119,W10004_0697/PHP02,W10004_0697,PHP02,27,3,382
4120,W10004_0697/PHZ51,W10004_0697,PHZ51,45,3,670
4121,W10004_0701/PHK76,W10004_0701,PHK76,20,3,384
4122,W10004_0701/PHP02,W10004_0701,PHP02,26,3,382
4123,W10004_0701/PHZ51,W10004_0701,PHZ51,46,3,670
4124,W10004_0702/PHK76,W10004_0702,PHK76,21,3,384
4125,W10004_0702/PHP02,W10004_0702,PHP02,27,3,382
4126,W10004_0702/PHZ51,W10004_0702,PHZ51,45,3,670
4127,W10004_0703/PHK76,W10004_0703,PHK76,20,3,384
4128,W10004_0703/PHP02,W10004_0703,PHP02,26,3,382
4129,W10004_0703/PHZ51,W10004_0703,PHZ51,21,3,670
4130,W10004_0704/PHK76,W10004_0704,PHK76,19,3,384
4131,W10004_0704/PHP02,W10004_0704,PHP02,27,3,382
4132,W10004_0704/PHZ51,W10004_0704,PHZ51,22,3,670
4133,W10004_0705/PHK76,W10004_0705,PHK76,21,3,384
4134,W10004_0705/PHP02,W10004_0705,PHP02,26,3,382
4135,W10004_0705/PHZ51,W10004_0705,PHZ51,45,3,670
4136,W10004_0707/PHK76,W10004_0707,PHK76,17,3,384
4137,W10004_0707/PHP02,W10004_0707,PHP02,26,3,382
4138,W10004_0707/PHZ51,W10004_0707,PHZ51,20,3,670
4139,W10004_0711/PHK76,W10004_0711,PHK76,18,3,384
4140,W10004_0711/PHP02,W10004_0711,PHP02,33,3,382
4141,W10004_0711/PHZ51,W10004_0711,PHZ51,21,3,670
4142,W10004_0712/PHK76,W10004_0712,PHK76,21,3,384
4143,W10004_0712/PHP02,W10004_0712,PHP02,25,3,382
4144,W10004_0712/PHZ51,W10004_0712,PHZ51,45,3,670
4145,W10004_0713/PHK76,W10004_0713,PHK76,20,3,384
4146,W10004_0713/PHP02,W10004_0713,PHP02,27,3,382
4147,W10004_0713/PHZ51,W10004_0713,PHZ51,46,3,670
4148,W10004_0714/PHK76,W10004_0714,PHK76,21,3,384
4149,W10004_0714/PHP02,W10004_0714,PHP02,28,3,382
4150,W10004_0714/PHZ51,W10004_0714,PHZ51,44,3,670
4151,W10004_0715/PHK76,W10004_0715,PHK76,20,3,384
4152,W10004_0715/PHP02,W10004_0715,PHP02,27,3,382
4153,W10004_0715/PHZ51,W10004_0715,PHZ51,21,3,670
4154,W10004_0717/PHK76,W10004_0717,PHK76,21,3,384
4155,W10004_0717/PHP02,W10004_0717,PHP02,27,3,382
4156,W10004_0717/PHZ51,W10004_0717,PHZ51,21,3,670
4157,W10004_0723/PHK76,W10004_0723,PHK76,11,3,384
4158,W10004_0723/PHP02,W10004_0723,PHP02,26,3,382
4159,W10004_0723/PHZ51,W10004_0723,PHZ51,15,3,670
4160,W10004_0727/PHK76,W10004_0727,PHK76,21,3,384
4161,W10004_0727/PHP02,W10004_0727,PHP02,27,3,382
4162,W10004_0727/PHZ51,W10004_0727,PHZ51,21,3,670
4163,W10004_0729/PHK76,W10004_0729,PHK76,19,3,384
4164,W10004_0729/PHP02,W10004_0729,PHP02,27,3,382
4165,W10004_0729/PHZ51,W10004_0729,PHZ51,46,3,670
4166,W10004_0732/PHK76,W10004_0732,PHK76,20,3,384
4167,W10004_0732/PHP02,W10004_0732,PHP02,27,3,382
4168,W10004_0732/PHZ51,W10004_0732,PHZ51,22,3,670
4169,W10004_0733/PHK76,W10004_0733,PHK76,20,3,384
4170,W10004_0733/PHP02,W10004_0733,PHP02,25,3,382
4171,W10004_0733/PHZ51,W10004_0733,PHZ51,20,3,670
4172,W10004_0734/PHK76,W10004_0734,PHK76,20,3,384
4173,W10004_0734/PHP02,W10004_0734,PHP02,26,3,382
4174,W10004_0734/PHZ51,W10004_0734,PHZ51,22,3,670
4175,W10004_0736/PHK76,W10004_0736,PHK76,19,3,384
4176,W10004_0736/PHP02,W10004_0736,PHP02,25,3,382
4177,W10004_0736/PHZ51,W10004_0736,PHZ51,45,3,670
4178,W10004_0737/PHZ51,W10004_0737,PHZ51,5,1,670
4179,W10004_0741/PHK76,W10004_0741,PHK76,21,3,384
4180,W10004_0741/PHP02,W10004_0741,PHP02,27,3,382
4181,W10004_0741/PHZ51,W10004_0741,PHZ51,45,3,670
4182,W10004_0745/PHK76,W10004_0745,PHK76,19,3,384
4183,W10004_0745/PHP02,W10004_0745,PHP02,27,3,382
4184,W10004_0745/PHZ51,W10004_0745,PHZ51,46,3,670
4185,W10004_0746/PHK76,W10004_0746,PHK76,20,3,384
4186,W10004_0746/PHP02,W10004_0746,PHP02,26,3,382
4187,W10004_0746/PHZ51,W10004_0746,PHZ51,45,3,670
4188,W10004_0747/PHK76,W10004_0747,PHK76,21,3,384
4189,W10004_0747/PHP02,W10004_0747,PHP02,26,3,382
4190,W10004_0747/PHZ51,W10004_0747,PHZ51,22,3,670
4191,W10004_0751/PHK76,W10004_0751,PHK76,21,3,384
4192,W10004_0751/PHP02,W10004_0751,PHP02,27,3,382
4193,W10004_0751/PHZ51,W10004_0751,PHZ51,21,3,670
4194,W10004_0754/PHK76,W10004_0754,PHK76,21,3,384
4195,W10004_0754/PHP02,W10004_0754,PHP02,28,3,382
4196,W10004_0754/PHZ51,W10004_0754,PHZ51,20,3,670
4197,W10004_0756/PHK76,W10004_0756,PHK76,19,3,384
4198,W10004_0756/PHP02,W10004_0756,PHP02,27,3,382
4199,W10004_0756/PHZ51,W10004_0756,PHZ51,45,3,670
4200,W10004_0757/PHK76,W10004_0757,PHK76,19,3,384
4201,W10004_0757/PHP02,W10004_0757,PHP02,29,3,382
4202,W10004_0757/PHZ51,W10004_0757,PHZ51,45,3,670
4203,W10004_0760/PHK76,W10004_0760,PHK76,19,3,384
4204,W10004_0760/PHP02,W10004_0760,PHP02,27,3,382
4205,W10004_0760/PHZ51,W10004_0760,PHZ51,21,3,670
4206,W10004_0768/PHK76,W10004_0768,PHK76,24,3,384
4207,W10004_0768/PHP02,W10004_0768,PHP02,27,3,382
4208,W10004_0768/PHZ51,W10004_0768,PHZ51,45,3,670
4209,W10004_0771/PHK76,W10004_0771,PHK76,19,3,384
4210,W10004_0771/PHP02,W10004_0771,PHP02,26,3,382
4211,W10004_0771/PHZ51,W10004_0771,PHZ51,22,3,670
4212,W10004_0773/PHK76,W10004_0773,PHK76,20,3,384
4213,W10004_0773/PHP02,W10004_0773,PHP02,25,3,382
4214,W10004_0773/PHZ51,W10004_0773,PHZ51,20,3,670
4215,W10004_0774/PHK76,W10004_0774,PHK76,18,3,384
4216,W10004_0774/PHP02,W10004_0774,PHP02,28,3,382
4217,W10004_0774/PHZ51,W10004_0774,PHZ51,46,3,670
4218,W10004_0775/PHK76,W10004_0775,PHK76,21,3,384
4219,W10004_0775/PHP02,W10004_0775,PHP02,25,3,382
4220,W10004_0775/PHZ51,W10004_0775,PHZ51,46,3,670
4221,W10004_0776/PHK76,W10004_0776,PHK76,16,3,384
4222,W10004_0776/PHP02,W10004_0776,PHP02,27,3,382
4223,W10004_0776/PHZ51,W10004_0776,PHZ51,20,3,670
4224,W10004_0779/PHK76,W10004_0779,PHK76,20,3,384
4225,W10004_0779/PHP02,W10004_0779,PHP02,27,3,382
4226,W10004_0779/PHZ51,W10004_0779,PHZ51,44,3,670
4227,W10004_0781/PHK76,W10004_0781,PHK76,19,3,384
4228,W10004_0781/PHP02,W10004_0781,PHP02,26,3,382
4229,W10004_0781/PHZ51,W10004_0781,PHZ51,46,3,670
4230,W10004_0782/PHK76,W10004_0782,PHK76,20,3,384
4231,W10004_0782/PHP02,W10004_0782,PHP02,27,3,382
4232,W10004_0782/PHZ51,W10004_0782,PHZ51,44,3,670
4233,W10004_0783/PHK76,W10004_0783,PHK76,17,3,384
4234,W10004_0783/PHP02,W10004_0783,PHP02,28,3,382
4235,W10004_0783/PHZ51,W10004_0783,PHZ51,21,3,670
4236,W10004_0784/PHK76,W10004_0784,PHK76,19,3,384
4237,W10004_0784/PHP02,W10004_0784,PHP02,26,3,382
4238,W10004_0784/PHZ51,W10004_0784,PHZ51,22,3,670
4239,W10004_0787/PHK76,W10004_0787,PHK76,18,3,384
4240,W10004_0787/PHP02,W10004_0787,PHP02,26,3,382
4241,W10004_0787/PHZ51,W10004_0787,PHZ51,21,3,670
4242,W10004_0789/PHK76,W10004_0789,PHK76,28,3,384
4243,W10004_0789/PHP02,W10004_0789,PHP02,28,3,382
4244,W10004_0789/PHZ51,W10004_0789,PHZ51,45,3,670
4245,W10004_0792/PHK76,W10004_0792,PHK76,21,3,384
4246,W10004_0792/PHP02,W10004_0792,PHP02,26,3,382
4247,W10004_0792/PHZ51,W10004_0792,PHZ51,10,3,670
4248,W10004_0794/PHK76,W10004_0794,PHK76,19,3,384
4249,W10004_0794/PHP02,W10004_0794,PHP02,27,3,382
4250,W10004_0794/PHZ51,W10004_0794,PHZ51,46,3,670
4251,W10004_0795/PHK76,W10004_0795,PHK76,19,3,384
4252,W10004_0795/PHP02,W10004_0795,PHP02,25,3,382
4253,W10004_0795/PHZ51,W10004_0795,PHZ51,21,3,670
4254,W10004_0798/PHK76,W10004_0798,PHK76,20,3,384
4255,W10004_0798/PHP02,W10004_0798,PHP02,27,3,382
4256,W10004_0798/PHZ51,W10004_0798,PHZ51,46,3,670
4257,W10004_0799/PHK76,W10004_0799,PHK76,20,3,384
4258,W10004_0799/PHP02,W10004_0799,PHP02,27,3,382
4259,W10004_0799/PHZ51,W10004_0799,PHZ51,45,3,670
4260,W10004_0800/PHK76,W10004_0800,PHK76,20,3,384
4261,W10004_0800/PHP02,W10004_0800,PHP02,27,3,382
4262,W10004_0800/PHZ51,W10004_0800,PHZ51,21,3,670
4263,W10004_0801/PHK76,W10004_0801,PHK76,19,3,384
4264,W10004_0801/PHP02,W10004_0801,PHP02,27,3,382
4265,W10004_0801/PHZ51,W10004_0801,PHZ51,45,3,670
4266,W10004_0802/PHK76,W10004_0802,PHK76,20,3,384
4267,W10004_0802/PHP02,W10004_0802,PHP02,27,3,382
4268,W10004_0802/PHZ51,W10004_0802,PHZ51,46,3,670
4269,W10004_0803/PHK76,W10004_0803,PHK76,21,3,384
4270,W10004_0803/PHP02,W10004_0803,PHP02,25,3,382
4271,W10004_0803/PHZ51,W10004_0803,PHZ51,45,3,670
4272,W10004_0806/PHK76,W10004_0806,PHK76,19,3,384
4273,W10004_0806/PHP02,W10004_0806,PHP02,27,3,382
4274,W10004_0806/PHZ51,W10004_0806,PHZ51,46,3,670
4275,W10004_0807/PHK76,W10004_0807,PHK76,20,3,384
4276,W10004_0807/PHP02,W10004_0807,PHP02,27,3,382
4277,W10004_0807/PHZ51,W10004_0807,PHZ51,45,3,670
4278,W10004_0812/PHK76,W10004_0812,PHK76,19,3,384
4279,W10004_0812/PHP02,W10004_0812,PHP02,27,3,382
4280,W10004_0812/PHZ51,W10004_0812,PHZ51,46,3,670
4281,W10004_0814/PHK76,W10004_0814,PHK76,20,3,384
4282,W10004_0814/PHP02,W10004_0814,PHP02,25,3,382
4283,W10004_0814/PHZ51,W10004_0814,PHZ51,44,3,670
4284,W10004_0815/PHK76,W10004_0815,PHK76,19,3,384
4285,W10004_0815/PHP02,W10004_0815,PHP02,26,3,382
4286,W10004_0815/PHZ51,W10004_0815,PHZ51,45,3,670
4287,W10004_0818/PHK76,W10004_0818,PHK76,21,3,384
4288,W10004_0818/PHP02,W10004_0818,PHP02,27,3,382
4289,W10004_0818/PHZ51,W10004_0818,PHZ51,45,3,670
4290,W10004_0819/PHK76,W10004_0819,PHK76,20,3,384
4291,W10004_0819/PHP02,W10004_0819,PHP02,26,3,382
4292,W10004_0819/PHZ51,W10004_0819,PHZ51,21,3,670
4293,W10004_0820/PHK76,W10004_0820,PHK76,21,3,384
4294,W10004_0820/PHP02,W10004_0820,PHP02,26,3,382
4295,W10004_0820/PHZ51,W10004_0820,PHZ51,45,3,670
4296,W10004_0822/PHK76,W10004_0822,PHK76,21,3,384
4297,W10004_0822/PHP02,W10004_0822,PHP02,26,3,382
4298,W10004_0822/PHZ51,W10004_0822,PHZ51,21,3,670
4299,W10004_0823/PHK76,W10004_0823,PHK76,19,3,384
4300,W10004_0823/PHP02,W10004_0823,PHP02,28,3,382
4301,W10004_0823/PHZ51,W10004_0823,PHZ51,45,3,670
4302,W10004_0826/PHK76,W10004_0826,PHK76,20,3,384
4303,W10004_0826/PHP02,W10004_0826,PHP02,26,3,382
4304,W10004_0826/PHZ51,W10004_0826,PHZ51,22,3,670
4305,W10004_0827/PHK76,W10004_0827,PHK76,19,3,384
4306,W10004_0827/PHP02,W10004_0827,PHP02,24,3,382
4307,W10004_0827/PHZ51,W10004_0827,PHZ51,46,3,670
4308,W10004_0828/PHK76,W10004_0828,PHK76,20,3,384
4309,W10004_0828/PHP02,W10004_0828,PHP02,27,3,382
4310,W10004_0828/PHZ51,W10004_0828,PHZ51,46,3,670
4311,W10004_0830/PHK76,W10004_0830,PHK76,21,3,384
4312,W10004_0830/PHP02,W10004_0830,PHP02,27,3,382
4313,W10004_0830/PHZ51,W10004_0830,PHZ51,20,3,670
4314,W10004_0832/PHK76,W10004_0832,PHK76,19,3,384
4315,W10004_0832/PHP02,W10004_0832,PHP02,27,3,382
4316,W10004_0832/PHZ51,W10004_0832,PHZ51,46,3,670
4317,W10004_0833/PHK76,W10004_0833,PHK76,20,3,384
4318,W10004_0833/PHP02,W10004_0833,PHP02,27,3,382
4319,W10004_0833/PHZ51,W10004_0833,PHZ51,45,3,670
4320,W10004_0834/PHK76,W10004_0834,PHK76,21,3,384
4321,W10004_0834/PHP02,W10004_0834,PHP02,27,3,382
4322,W10004_0834/PHZ51,W10004_0834,PHZ51,46,3,670
4323,W10004_0836/PHK76,W10004_0836,PHK76,19,3,384
4324,W10004_0836/PHP02,W10004_0836,PHP02,27,3,382
4325,W10004_0836/PHZ51,W10004_0836,PHZ51,43,3,670
4326,W10004_0837/PHK76,W10004_0837,PHK76,20,3,384
4327,W10004_0837/PHP02,W10004_0837,PHP02,26,3,382
4328,W10004_0837/PHZ51,W10004_0837,PHZ51,22,3,670
4329,W10004_0840/PHK76,W10004_0840,PHK76,20,3,384
4330,W10004_0840/PHP02,W10004_0840,PHP02,25,3,382
4331,W10004_0840/PHZ51,W10004_0840,PHZ51,22,3,670
4332,W10004_0842/PHK76,W10004_0842,PHK76,20,3,384
4333,W10004_0842/PHP02,W10004_0842,PHP02,27,3,382
4334,W10004_0842/PHZ51,W10004_0842,PHZ51,45,3,670
4335,W10004_0843/PHK76,W10004_0843,PHK76,20,3,384
4336,W10004_0843/PHP02,W10004_0843,PHP02,28,3,382
4337,W10004_0843/PHZ51,W10004_0843,PHZ51,22,3,670
4338,W10004_0844/PHK76,W10004_0844,PHK76,21,3,384
4339,W10004_0844/PHP02,W10004_0844,PHP02,26,3,382
4340,W10004_0844/PHZ51,W10004_0844,PHZ51,20,3,670
4341,W10004_0847/PHK76,W10004_0847,PHK76,21,3,384
4342,W10004_0847/PHP02,W10004_0847,PHP02,28,3,382
4343,W10004_0847/PHZ51,W10004_0847,PHZ51,20,3,670
4344,W10004_0848/PHK76,W10004_0848,PHK76,20,3,384
4345,W10004_0848/PHP02,W10004_0848,PHP02,26,3,382
4346,W10004_0848/PHZ51,W10004_0848,PHZ51,45,3,670
4347,W10004_0851/PHK76,W10004_0851,PHK76,14,3,384
4348,W10004_0851/PHP02,W10004_0851,PHP02,26,3,382
4349,W10004_0851/PHZ51,W10004_0851,PHZ51,22,3,670
4350,W10004_0852/PHK76,W10004_0852,PHK76,16,3,384
4351,W10004_0852/PHP02,W10004_0852,PHP02,25,3,382
4352,W10004_0852/PHZ51,W10004_0852,PHZ51,17,3,670
4353,W10004_0856/PHK76,W10004_0856,PHK76,20,3,384
4354,W10004_0856/PHP02,W10004_0856,PHP02,26,3,382
4355,W10004_0856/PHZ51,W10004_0856,PHZ51,22,3,670
4356,W10004_0858/PHK76,W10004_0858,PHK76,15,3,384
4357,W10004_0858/PHP02,W10004_0858,PHP02,27,3,382
4358,W10004_0858/PHZ51,W10004_0858,PHZ51,22,3,670
4359,W10004_0859/PHK76,W10004_0859,PHK76,20,3,384
4360,W10004_0859/PHP02,W10004_0859,PHP02,27,3,382
4361,W10004_0859/PHZ51,W10004_0859,PHZ51,45,3,670
4362,W10004_0866/PHK76,W10004_0866,PHK76,21,3,384
4363,W10004_0866/PHP02,W10004_0866,PHP02,28,3,382
4364,W10004_0866/PHZ51,W10004_0866,PHZ51,45,3,670
4365,W10004_0868/PHK76,W10004_0868,PHK76,21,3,384
4366,W10004_0868/PHP02,W10004_0868,PHP02,27,3,382
4367,W10004_0868/PHZ51,W10004_0868,PHZ51,45,3,670
4368,W10004_0869/PHK76,W10004_0869,PHK76,20,3,384
4369,W10004_0869/PHP02,W10004_0869,PHP02,25,3,382
4370,W10004_0869/PHZ51,W10004_0869,PHZ51,45,3,670
4371,W10004_0876/PHK76,W10004_0876,PHK76,20,3,384
4372,W10004_0876/PHP02,W10004_0876,PHP02,27,3,382
4373,W10004_0876/PHZ51,W10004_0876,PHZ51,20,3,670
4374,W10004_0877/PHK76,W10004_0877,PHK76,21,3,384
4375,W10004_0877/PHP02,W10004_0877,PHP02,26,3,382
4376,W10004_0877/PHZ51,W10004_0877,PHZ51,45,3,670
4377,W10004_0879/PHK76,W10004_0879,PHK76,19,3,384
4378,W10004_0879/PHP02,W10004_0879,PHP02,27,3,382
4379,W10004_0879/PHZ51,W10004_0879,PHZ51,20,3,670
4380,W10004_0884/PHK76,W10004_0884,PHK76,21,3,384
4381,W10004_0884/PHP02,W10004_0884,PHP02,26,3,382
4382,W10004_0884/PHZ51,W10004_0884,PHZ51,45,3,670
4383,W10004_0885/PHK76,W10004_0885,PHK76,20,3,384
4384,W10004_0885/PHP02,W10004_0885,PHP02,26,3,382
4385,W10004_0885/PHZ51,W10004_0885,PHZ51,46,3,670
4386,W10004_0886/PHK76,W10004_0886,PHK76,11,3,384
4387,W10004_0886/PHP02,W10004_0886,PHP02,27,3,382
4388,W10004_0886/PHZ51,W10004_0886,PHZ51,22,3,670
4389,W10004_0888/PHK76,W10004_0888,PHK76,20,3,384
4390,W10004_0888/PHP02,W10004_0888,PHP02,25,3,382
4391,W10004_0888/PHZ51,W10004_0888,PHZ51,21,3,670
4392,W10004_0889/PHK76,W10004_0889,PHK76,19,3,384
4393,W10004_0889/PHP02,W10004_0889,PHP02,26,3,382
4394,W10004_0889/PHZ51,W10004_0889,PHZ51,21,3,670
4395,W10004_0891/PHK76,W10004_0891,PHK76,21,3,384
4396,W10004_0891/PHP02,W10004_0891,PHP02,27,3,382
4397,W10004_0891/PHZ51,W10004_0891,PHZ51,45,3,670
4398,W10004_0892/PHK76,W10004_0892,PHK76,20,3,384
4399,W10004_0892/PHP02,W10004_0892,PHP02,27,3,382
4400,W10004_0892/PHZ51,W10004_0892,PHZ51,21,3,670
4401,W10004_0894/PHK76,W10004_0894,PHK76,20,3,384
4402,W10004_0894/PHP02,W10004_0894,PHP02,26,3,382
4403,W10004_0894/PHZ51,W10004_0894,PHZ51,22,3,670
4404,W10004_0896/PHK76,W10004_0896,PHK76,20,3,384
4405,W10004_0896/PHP02,W10004_0896,PHP02,27,3,382
4406,W10004_0896/PHZ51,W10004_0896,PHZ51,45,3,670
4407,W10004_0897/PHK76,W10004_0897,PHK76,9,2,384
4408,W10004_0897/PHZ51,W10004_0897,PHZ51,7,2,670
4409,W10004_0900/PHK76,W10004_0900,PHK76,23,3,384
4410,W10004_0900/PHP02,W10004_0900,PHP02,27,3,382
4411,W10004_0900/PHZ51,W10004_0900,PHZ51,46,3,670
4412,W10004_0901/PHK76,W10004_0901,PHK76,21,3,384
4413,W10004_0901/PHP02,W10004_0901,PHP02,26,3,382
4414,W10004_0901/PHZ51,W10004_0901,PHZ51,22,3,670
4415,W10004_0907/PHK76,W10004_0907,PHK76,21,3,384
4416,W10004_0907/PHP02,W10004_0907,PHP02,27,3,382
4417,W10004_0907/PHZ51,W10004_0907,PHZ51,46,3,670
4418,W10004_0913/PHK76,W10004_0913,PHK76,20,3,384
4419,W10004_0913/PHP02,W10004_0913,PHP02,27,3,382
4420,W10004_0913/PHZ51,W10004_0913,PHZ51,45,3,670
4421,W10004_0914/PHK76,W10004_0914,PHK76,20,3,384
4422,W10004_0914/PHP02,W10004_0914,PHP02,27,3,382
4423,W10004_0914/PHZ51,W10004_0914,PHZ51,22,3,670
4424,W10004_0916/PHK76,W10004_0916,PHK76,20,3,384
4425,W10004_0916/PHP02,W10004_0916,PHP02,26,3,382
4426,W10004_0916/PHZ51,W10004_0916,PHZ51,45,3,670
4427,W10004_0918/PHK76,W10004_0918,PHK76,21,3,384
4428,W10004_0918/PHP02,W10004_0918,PHP02,27,3,382
4429,W10004_0918/PHZ51,W10004_0918,PHZ51,21,3,670
4430,W10004_0920/PHK76,W10004_0920,PHK76,20,3,384
4431,W10004_0920/PHP02,W10004_0920,PHP02,26,3,382
4432,W10004_0920/PHZ51,W10004_0920,PHZ51,21,3,670
4433,W10004_0922/PHK76,W10004_0922,PHK76,18,3,384
4434,W10004_0922/PHP02,W10004_0922,PHP02,27,3,382
4435,W10004_0922/PHZ51,W10004_0922,PHZ51,20,3,670
4436,W10004_0928/PHK76,W10004_0928,PHK76,21,3,384
4437,W10004_0928/PHP02,W10004_0928,PHP02,26,3,382
4438,W10004_0928/PHZ51,W10004_0928,PHZ51,45,3,670
4439,W10004_0930/PHK76,W10004_0930,PHK76,20,3,384
4440,W10004_0930/PHP02,W10004_0930,PHP02,27,3,382
4441,W10004_0930/PHZ51,W10004_0930,PHZ51,22,3,670
4442,W10004_0932/PHK76,W10004_0932,PHK76,20,3,384
4443,W10004_0932/PHP02,W10004_0932,PHP02,27,3,382
4444,W10004_0932/PHZ51,W10004_0932,PHZ51,45,3,670
4445,W10004_0935/PHK76,W10004_0935,PHK76,20,3,384
4446,W10004_0935/PHP02,W10004_0935,PHP02,26,3,382
4447,W10004_0935/PHZ51,W10004_0935,PHZ51,21,3,670
4448,W10004_0938/PHK76,W10004_0938,PHK76,17,3,384
4449,W10004_0938/PHP02,W10004_0938,PHP02,26,3,382
4450,W10004_0938/PHZ51,W10004_0938,PHZ51,21,3,670
4451,W10004_0940/PHK76,W10004_0940,PHK76,21,3,384
4452,W10004_0940/PHP02,W10004_0940,PHP02,25,3,382
4453,W10004_0940/PHZ51,W10004_0940,PHZ51,46,3,670
4454,W10004_0943/PHK76,W10004_0943,PHK76,21,3,384
4455,W10004_0943/PHP02,W10004_0943,PHP02,27,3,382
4456,W10004_0943/PHZ51,W10004_0943,PHZ51,17,3,670
4457,W10004_0949/PHK76,W10004_0949,PHK76,21,3,384
4458,W10004_0949/PHP02,W10004_0949,PHP02,26,3,382
4459,W10004_0949/PHZ51,W10004_0949,PHZ51,43,3,670
4460,W10004_0950/PHK76,W10004_0950,PHK76,20,3,384
4461,W10004_0950/PHP02,W10004_0950,PHP02,27,3,382
4462,W10004_0950/PHZ51,W10004_0950,PHZ51,45,3,670
4463,W10004_0951/PHK76,W10004_0951,PHK76,19,3,384
4464,W10004_0951/PHP02,W10004_0951,PHP02,26,3,382
4465,W10004_0951/PHZ51,W10004_0951,PHZ51,22,3,670
4466,W10004_0953/PHK76,W10004_0953,PHK76,20,3,384
4467,W10004_0953/PHP02,W10004_0953,PHP02,25,3,382
4468,W10004_0953/PHZ51,W10004_0953,PHZ51,21,3,670
4469,W10004_0955/PHK76,W10004_0955,PHK76,20,3,384
4470,W10004_0955/PHP02,W10004_0955,PHP02,28,3,382
4471,W10004_0955/PHZ51,W10004_0955,PHZ51,44,3,670
4472,W10004_0956/PHK76,W10004_0956,PHK76,19,3,384
4473,W10004_0956/PHP02,W10004_0956,PHP02,27,3,382
4474,W10004_0956/PHZ51,W10004_0956,PHZ51,45,3,670
4475,W10004_0963/PHK76,W10004_0963,PHK76,21,3,384
4476,W10004_0963/PHP02,W10004_0963,PHP02,28,3,382
4477,W10004_0963/PHZ51,W10004_0963,PHZ51,22,3,670
4478,W10004_0964/PHK76,W10004_0964,PHK76,17,3,384
4479,W10004_0964/PHP02,W10004_0964,PHP02,26,3,382
4480,W10004_0964/PHZ51,W10004_0964,PHZ51,22,3,670
4481,W10004_0965/PHK76,W10004_0965,PHK76,25,3,384
4482,W10004_0965/PHP02,W10004_0965,PHP02,26,3,382
4483,W10004_0965/PHZ51,W10004_0965,PHZ51,44,3,670
4484,W10004_0966/PHK76,W10004_0966,PHK76,20,3,384
4485,W10004_0966/PHP02,W10004_0966,PHP02,26,3,382
4486,W10004_0966/PHZ51,W10004_0966,PHZ51,45,3,670
4487,W10004_0969/PHK76,W10004_0969,PHK76,20,3,384
4488,W10004_0969/PHP02,W10004_0969,PHP02,26,3,382
4489,W10004_0969/PHZ51,W10004_0969,PHZ51,21,3,670
4490,W10004_0970/PHK76,W10004_0970,PHK76,20,3,384
4491,W10004_0970/PHP02,W10004_0970,PHP02,26,3,382
4492,W10004_0970/PHZ51,W10004_0970,PHZ51,22,3,670
4493,W10004_0971/PHK76,W10004_0971,PHK76,20,3,384
4494,W10004_0971/PHP02,W10004_0971,PHP02,27,3,382
4495,W10004_0971/PHZ51,W10004_0971,PHZ51,22,3,670
4496,W10004_0974/PHK76,W10004_0974,PHK76,20,3,384
4497,W10004_0974/PHP02,W10004_0974,PHP02,26,3,382
4498,W10004_0974/PHZ51,W10004_0974,PHZ51,46,3,670
4499,W10004_0975/PHK76,W10004_0975,PHK76,19,3,384
4500,W10004_0975/PHP02,W10004_0975,PHP02,27,3,382
4501,W10004_0975/PHZ51,W10004_0975,PHZ51,46,3,670
4502,W10004_0981/PHK76,W10004_0981,PHK76,20,3,384
4503,W10004_0981/PHP02,W10004_0981,PHP02,27,3,382
4504,W10004_0981/PHZ51,W10004_0981,PHZ51,46,3,670
4505,W10004_0982/PHK76,W10004_0982,PHK76,21,3,384
4506,W10004_0982/PHP02,W10004_0982,PHP02,26,3,382
4507,W10004_0982/PHZ51,W10004_0982,PHZ51,46,3,670
4508,W10004_0984/PHK76,W10004_0984,PHK76,20,3,384
4509,W10004_0984/PHP02,W10004_0984,PHP02,26,3,382
4510,W10004_0984/PHZ51,W10004_0984,PHZ51,45,3,670
4511,W10004_0988/PHK76,W10004_0988,PHK76,20,3,384
4512,W10004_0988/PHP02,W10004_0988,PHP02,27,3,382
4513,W10004_0988/PHZ51,W10004_0988,PHZ51,21,3,670
4514,W10004_0991/PHK76,W10004_0991,PHK76,20,3,384
4515,W10004_0991/PHP02,W10004_0991,PHP02,27,3,382
4516,W10004_0991/PHZ51,W10004_0991,PHZ51,22,3,670
4517,W10004_0996/PHK76,W10004_0996,PHK76,20,3,384
4518,W10004_0996/PHP02,W10004_0996,PHP02,27,3,382
4519,W10004_0996/PHZ51,W10004_0996,PHZ51,22,3,670
4520,W10004_0997/PHK76,W10004_0997,PHK76,20,3,384
4521,W10004_0997/PHP02,W10004_0997,PHP02,26,3,382
4522,W10004_0997/PHZ51,W10004_0997,PHZ51,22,3,670
4523,W10004_1000/PHK76,W10004_1000,PHK76,20,3,384
4524,W10004_1000/PHP02,W10004_1000,PHP02,26,3,382
4525,W10004_1000/PHZ51,W10004_1000,PHZ51,45,3,670
4526,W10004_1001/PHK76,W10004_1001,PHK76,15,3,384
4527,W10004_1001/PHP02,W10004_1001,PHP02,26,3,382
